>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_336594402.1,70.588,68,20,0,22,89,93,160,4.60e-24,106,82.35
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_028908714.1,63.235,68,25,0,22,89,92,159,1.89e-23,104,86.76
>LH00406:11:22GHGVLT3:1:1101:7334:1144,MCQ2199092.1,64.286,70,25,0,20,89,86,155,2.62e-23,103,80.00
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_042367706.1,65.672,67,23,0,23,89,90,156,3.16e-23,103,82.09
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_237923049.1,61.972,71,27,0,19,89,91,161,4.23e-23,103,81.69
>LH00406:11:22GHGVLT3:1:1101:7334:1144,MBD5221836.1,53.086,81,38,0,9,89,76,156,2.74e-22,101,75.31
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_135946426.1,59.722,72,29,0,18,89,85,156,3.77e-22,100,79.17
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_288471012.1,58.228,79,32,1,11,89,83,160,6.97e-22,100,75.95
>LH00406:11:22GHGVLT3:1:1101:7334:1144,MBQ3604932.1,57.895,76,32,0,14,89,87,162,3.08e-21,98.2,73.68
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_215241137.1,53.333,75,35,0,15,89,84,158,1.50e-20,96.3,72.00
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_177577960.1,50.000,86,43,0,4,89,72,157,1.50e-20,96.3,68.60
>LH00406:11:22GHGVLT3:1:1101:7334:1144,MBF1645914.1,58.824,68,28,0,22,89,89,156,1.55e-20,96.3,77.94
>LH00406:11:22GHGVLT3:1:1101:7334:1144,MBR1922836.1,54.878,82,35,1,10,89,81,162,3.90e-20,95.1,71.95
>LH00406:11:22GHGVLT3:1:1101:7334:1144,MBR7029445.1,57.746,71,30,0,19,89,92,162,5.34e-20,94.0,77.46
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_120516985.1,51.724,87,35,1,10,89,68,154,5.40e-20,94.7,63.22
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_296954818.1,58.571,70,29,0,20,89,91,160,5.87e-20,94.7,75.71
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_007831916.1,55.263,76,34,0,14,89,89,164,6.47e-20,94.4,72.37
>LH00406:11:22GHGVLT3:1:1101:7334:1144,MCE5175505.1,57.746,71,30,0,19,89,95,165,6.85e-20,94.4,71.83
>LH00406:11:22GHGVLT3:1:1101:7334:1144,MCS3156492.1,55.263,76,34,0,14,89,89,164,7.59e-20,94.0,72.37
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_122125188.1,57.746,71,30,0,19,89,95,165,8.24e-20,94.4,71.83
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_117707551.1,57.746,71,30,0,19,89,95,165,8.99e-20,94.0,71.83
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_118216779.1,57.746,71,30,0,19,89,95,165,9.08e-20,94.0,71.83
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_149961290.1,57.746,71,30,0,19,89,25,95,9.65e-20,94.0,71.83
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_138293372.1,57.746,71,30,0,19,89,95,165,9.72e-20,94.0,71.83
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_258918695.1,53.947,76,35,0,14,89,89,164,9.83e-20,94.0,72.37
>LH00406:11:22GHGVLT3:1:1101:7334:1144,WP_157909240.1,59.701,67,27,0,23,89,96,162,2.12e-19,93.2,77.61
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBP7427214.1,100.000,45,0,0,1,45,98,142,3.92e-19,85.1,100.00
>LH00406:11:22GHGVLT3:1:1101:34268:1192,CDB68506.1,95.556,45,2,0,1,45,98,142,1.16e-18,84.0,100.00
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MDO5382435.1,97.778,45,1,0,1,45,98,142,2.62e-18,83.2,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_022433339.1,93.333,45,3,0,1,45,98,142,2.68e-18,83.2,100.00
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBD9304752.1,95.556,45,2,0,1,45,98,142,5.36e-18,82.4,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBS7060848.1,95.556,45,2,0,1,45,98,142,5.48e-18,82.4,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MDY5807500.1,97.778,45,1,0,1,45,98,142,7.11e-18,82.0,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MDD6845191.1,97.778,45,1,0,1,45,98,142,7.11e-18,82.0,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MDD6334611.1,95.556,45,2,0,1,45,98,142,1.39e-17,81.3,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MDO5402732.1,95.556,45,2,0,1,45,98,142,1.93e-17,80.9,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_186837053.1,93.333,45,3,0,1,45,98,142,2.64e-17,80.5,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBP3770366.1,93.333,45,3,0,1,45,98,142,2.70e-17,80.5,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_118265096.1,93.333,45,3,0,1,45,98,142,2.70e-17,80.5,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,HAJ49272.1,93.333,45,3,0,1,45,98,142,3.01e-17,80.5,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_012739127.1,93.333,45,3,0,1,45,98,142,3.07e-17,80.5,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MDO5340723.1,93.333,45,3,0,1,45,98,142,3.24e-17,80.5,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MED9972084.1,93.333,45,3,0,1,45,98,142,3.31e-17,80.5,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MCR4841035.1,91.111,45,4,0,1,45,101,145,3.86e-17,80.1,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBO6173698.1,91.111,45,4,0,1,45,98,142,4.16e-17,80.1,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_249329699.1,91.111,45,4,0,1,45,98,142,4.17e-17,80.1,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,RHV84815.1,91.111,45,4,0,1,45,98,142,4.81e-17,80.1,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBE5956030.1,91.111,45,4,0,1,45,98,142,5.05e-17,79.7,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBO6161948.1,91.111,45,4,0,1,45,101,145,5.29e-17,79.7,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_276752652.1,88.889,45,5,0,1,45,35,79,5.36e-17,77.8,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MCR4789578.1,86.667,45,6,0,1,45,52,96,5.83e-17,78.6,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MCI5597115.1,88.889,45,5,0,1,45,98,142,6.07e-17,79.7,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,CCX83446.1,91.111,45,4,0,1,45,98,142,6.15e-17,79.7,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBP5642684.1,91.111,45,4,0,1,45,102,146,6.74e-17,79.7,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBS5484630.1,88.889,45,5,0,1,45,102,146,1.10e-16,79.0,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_021952714.1,88.889,45,5,0,1,45,102,146,1.12e-16,79.0,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_118588797.1,88.889,45,5,0,1,45,102,146,1.12e-16,79.0,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_178068886.1,88.889,45,5,0,1,45,96,140,1.12e-16,79.0,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MDY6062196.1,86.667,45,6,0,1,45,101,145,1.14e-16,79.0,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_302689772.1,88.889,45,5,0,1,45,97,141,1.19e-16,79.0,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_302627922.1,88.889,45,5,0,1,45,91,135,1.19e-16,78.6,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,CDB13458.1,88.889,45,5,0,1,45,97,141,1.24e-16,79.0,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBO4573821.1,88.889,45,5,0,1,45,102,146,1.25e-16,79.0,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBR3711335.1,88.889,45,5,0,1,45,105,149,1.27e-16,79.0,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_117900619.1,88.889,45,5,0,1,45,100,144,1.29e-16,79.0,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBQ3947534.1,86.667,45,6,0,1,45,9,53,1.50e-16,76.3,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_294466828.1,88.889,45,5,0,1,45,98,142,1.69e-16,78.6,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_293971953.1,88.889,45,5,0,1,45,98,142,1.71e-16,78.6,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_295267183.1,88.889,45,5,0,1,45,98,142,1.77e-16,78.6,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_301013424.1,88.889,45,5,0,1,45,98,142,1.79e-16,78.6,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MEE0868588.1,88.889,45,5,0,1,45,98,142,1.82e-16,78.6,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_294908301.1,88.889,45,5,0,1,45,98,142,1.88e-16,78.6,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,HCI59953.1,88.889,45,5,0,1,45,98,142,1.91e-16,78.6,97.78
>LH00406:11:22GHGVLT3:1:1101:34268:1192,MBD9118410.1,88.889,45,5,0,1,45,72,116,1.94e-16,77.8,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,CCX63548.1,88.889,45,5,0,1,45,103,147,1.95e-16,78.6,95.56
>LH00406:11:22GHGVLT3:1:1101:34268:1192,WP_290988304.1,86.667,45,6,0,1,45,97,141,1.98e-16,78.2,95.56
>LH00406:11:22GHGVLT3:1:1101:11004:1320,WP_119248780.1,97.500,80,2,0,3,82,1,80,9.98e-47,166,100.00
>LH00406:11:22GHGVLT3:1:1101:11004:1320,WP_317574756.1,96.250,80,3,0,3,82,1,80,3.70e-46,165,98.75
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MEE0147293.1,97.297,37,1,0,1,37,262,298,1.26e-14,76.6,100.00
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_117663559.1,97.297,37,1,0,1,37,262,298,1.39e-14,76.6,100.00
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MEE0423251.1,97.297,37,1,0,1,37,262,298,1.46e-14,76.3,100.00
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_089543350.1,97.297,37,1,0,1,37,262,298,2.68e-14,75.9,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MBP7919234.1,97.297,37,1,0,1,37,262,298,2.68e-14,75.9,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_294868291.1,97.297,37,1,0,1,37,262,298,2.68e-14,75.9,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_218420192.1,97.297,37,1,0,1,37,262,298,3.03e-14,75.5,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_254950690.1,97.297,37,1,0,1,37,262,298,3.33e-14,75.5,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_270531473.1,97.297,37,1,0,1,37,262,298,3.84e-14,75.1,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_153090814.1,97.297,37,1,0,1,37,262,298,3.84e-14,75.1,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_330071538.1,89.189,37,4,0,1,37,20,56,5.28e-14,69.7,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_118311094.1,94.595,37,2,0,1,37,262,298,8.76e-14,74.3,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_119249649.1,94.595,37,2,0,1,37,262,298,8.76e-14,74.3,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MBD8993748.1,94.595,37,2,0,1,37,262,298,9.41e-14,74.3,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_215652552.1,91.892,37,3,0,1,37,262,298,1.18e-13,73.9,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_254969719.1,89.189,37,4,0,1,37,262,298,1.78e-13,73.6,97.30
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MEE1390236.1,97.222,36,1,0,1,36,262,297,2.11e-13,73.2,97.22
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_153127783.1,97.222,36,1,0,1,36,263,298,2.24e-13,73.2,97.22
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MED9888094.1,89.189,37,4,0,1,37,111,147,2.30e-13,70.5,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_118200298.1,89.189,37,4,0,1,37,262,298,3.13e-13,72.8,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MEE1343881.1,89.189,37,4,0,1,37,182,218,3.20e-13,71.6,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_118086010.1,89.189,37,4,0,1,37,262,298,3.36e-13,72.8,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_117693158.1,89.189,37,4,0,1,37,262,298,3.68e-13,72.8,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_287842344.1,89.189,37,4,0,1,37,262,298,4.08e-13,72.4,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_144155107.1,89.189,37,4,0,1,37,262,298,4.30e-13,72.4,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_297023782.1,89.189,37,4,0,1,37,262,298,4.30e-13,72.4,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MDD6739991.1,89.189,37,4,0,1,37,262,298,4.39e-13,72.4,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_006846749.1,89.189,37,4,0,1,37,262,298,5.50e-13,72.0,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_334667915.1,89.189,37,4,0,1,37,262,298,5.50e-13,72.0,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_316210283.1,89.189,37,4,0,1,37,262,298,5.78e-13,72.0,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,HBF05801.1,86.486,37,5,0,1,37,262,298,6.77e-12,69.3,94.59
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_337506214.1,96.667,30,1,0,1,30,262,291,2.05e-10,65.1,100.00
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_203049922.1,96.774,31,1,0,1,31,262,292,2.48e-10,65.1,96.77
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_218411363.1,96.774,31,1,0,1,31,262,292,2.69e-10,64.7,96.77
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_203038557.1,96.774,31,1,0,1,31,262,292,2.80e-10,64.7,96.77
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_217763369.1,96.774,31,1,0,1,31,262,292,2.80e-10,64.7,96.77
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MDY5672391.1,85.294,34,5,0,1,34,262,295,4.44e-10,64.3,91.18
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_217762235.1,85.294,34,5,0,1,34,262,295,5.63e-10,63.9,91.18
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_264950076.1,85.294,34,5,0,1,34,262,295,5.77e-10,63.9,91.18
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_153126143.1,82.353,34,6,0,1,34,262,295,1.41e-09,62.8,91.18
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MED9897144.1,93.548,31,2,0,1,31,261,291,2.12e-09,62.4,96.77
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_153096535.1,100.000,28,0,0,1,28,262,289,2.90e-09,62.0,100.00
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MBQ8097165.1,84.848,33,5,0,1,33,263,295,4.68e-09,61.6,96.97
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MBO5001952.1,79.412,34,7,0,1,34,268,301,5.37e-09,61.2,94.12
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MBQ5606145.1,79.412,34,7,0,1,34,268,301,5.42e-09,61.2,94.12
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MBQ4632285.1,79.412,34,7,0,1,34,268,301,5.59e-09,61.2,94.12
>LH00406:11:22GHGVLT3:1:1101:20916:1385,MBR4898552.1,87.097,31,4,0,1,31,264,294,7.80e-09,60.8,96.77
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_118117134.1,84.375,32,5,0,1,32,262,293,1.01e-08,60.5,93.75
>LH00406:11:22GHGVLT3:1:1101:20916:1385,CDA55764.1,84.375,32,5,0,1,32,262,293,1.04e-08,60.5,93.75
>LH00406:11:22GHGVLT3:1:1101:20916:1385,WP_134844487.1,84.375,32,5,0,1,32,262,293,1.10e-08,60.5,93.75
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MCO7107943.1,98.701,77,1,0,1,77,118,194,5.29e-45,156,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MBP8009466.1,98.701,77,1,0,1,77,125,201,8.86e-45,156,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_309425190.1,100.000,77,0,0,1,77,327,403,9.32e-45,160,100.00
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_330069095.1,100.000,77,0,0,1,77,327,403,9.93e-45,160,100.00
>LH00406:11:22GHGVLT3:1:1101:22312:1529,HRL03643.1,98.701,77,1,0,1,77,252,328,5.27e-44,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_337541431.1,98.701,77,1,0,1,77,327,403,7.16e-44,158,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,OLA67972.1,98.701,77,1,0,1,77,310,386,1.02e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_270509126.1,98.701,77,1,0,1,77,327,403,1.08e-43,158,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,HRN01614.1,98.701,77,1,0,1,77,327,403,1.11e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_309423879.1,98.701,77,1,0,1,77,327,403,1.14e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_078784220.1,98.701,77,1,0,1,77,327,403,1.17e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_337615058.1,98.701,77,1,0,1,77,327,403,1.17e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MDR4012132.1,98.701,77,1,0,1,77,327,403,1.20e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_270443724.1,98.701,77,1,0,1,77,327,403,1.20e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_278543374.1,98.701,77,1,0,1,77,327,403,1.20e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_227594066.1,98.701,77,1,0,1,77,327,403,1.21e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_288671890.1,98.701,77,1,0,1,77,327,403,1.21e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MBS6874733.1,98.701,77,1,0,1,77,327,403,1.24e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_278516764.1,98.701,77,1,0,1,77,327,403,1.24e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MCI6355099.1,98.701,77,1,0,1,77,327,403,1.25e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_279024860.1,98.701,77,1,0,1,77,327,403,1.29e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,HCQ68685.1,97.403,77,2,0,1,77,327,403,1.68e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MEE0075497.1,97.403,77,2,0,1,77,327,403,1.79e-43,157,98.70
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_288692690.1,97.403,77,2,0,1,77,327,403,2.00e-43,157,97.40
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_288654787.1,97.403,77,2,0,1,77,327,403,2.63e-43,157,97.40
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MCI6896259.1,97.403,77,2,0,1,77,327,403,4.22e-43,156,97.40
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_147610573.1,97.403,77,2,0,1,77,327,403,4.27e-43,156,97.40
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MDD6392512.1,97.403,77,2,0,1,77,327,403,4.64e-43,156,97.40
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MEE1331215.1,96.104,77,3,0,1,77,162,238,3.94e-42,150,96.10
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_330052218.1,87.013,77,10,0,1,77,327,403,1.05e-37,142,92.21
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_330064938.1,87.013,77,10,0,1,77,327,403,1.08e-37,142,92.21
>LH00406:11:22GHGVLT3:1:1101:22312:1529,UYJ34967.1,87.013,77,10,0,1,77,327,403,1.09e-37,142,92.21
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_329985878.1,87.013,77,10,0,1,77,327,403,1.19e-37,142,92.21
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_294843380.1,87.013,77,10,0,1,77,327,403,1.32e-37,142,92.21
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MBS6782090.1,87.013,77,10,0,1,77,327,403,1.39e-37,141,92.21
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_294716110.1,85.714,77,11,0,1,77,327,403,2.99e-37,140,92.21
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_308594935.1,85.714,77,11,0,1,77,327,403,4.30e-37,140,90.91
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_317369803.1,85.714,77,11,0,1,77,327,403,6.51e-37,140,92.21
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MED9937031.1,85.714,77,11,0,1,77,327,403,6.58e-37,140,92.21
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_294826615.1,84.416,77,12,0,1,77,327,403,1.89e-36,139,90.91
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_302377206.1,84.416,77,12,0,1,77,327,403,2.08e-36,138,90.91
>LH00406:11:22GHGVLT3:1:1101:22312:1529,MBS6107417.1,84.416,77,12,0,1,77,327,403,2.10e-36,138,90.91
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_291231816.1,84.416,77,12,0,1,77,327,403,2.19e-36,138,90.91
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_330035338.1,84.416,77,12,0,1,77,327,403,2.19e-36,138,90.91
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_291209476.1,84.416,77,12,0,1,77,327,403,2.19e-36,138,90.91
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_215693442.1,84.416,77,12,0,1,77,327,403,2.19e-36,138,90.91
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_337757074.1,84.416,77,12,0,1,77,327,403,2.28e-36,138,90.91
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_294781327.1,84.416,77,12,0,1,77,327,403,2.28e-36,138,90.91
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_302505647.1,84.416,77,12,0,1,77,327,403,2.43e-36,138,90.91
>LH00406:11:22GHGVLT3:1:1101:22312:1529,WP_294832574.1,80.519,77,15,0,1,77,190,266,2.19e-34,130,88.31
